transcript_name,eps_name,confidence,transcript_filepath,eps_value
Teledyne Technologies,TELEDYNE INC,100.0,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,0.69
The Allstate Corporation,ALLSTATE CORP,100.0,transcripts_by_company/The_Allstate_Corporation_2007Q2.txt,0.68
International Flavors &amp; Fragrances Inc.,INTERNATIONAL FLAVORS & FRAGRANC,96.96969696969695,transcripts_by_company/International_Flavors_and_Fragrances_Inc_2023Q1.txt,0.44
Mail-Well,MAIL-WELL,100.0,transcripts_by_company/Mail-Well_2003Q1.txt,0.03
Proquest Company,PROQUEST CO,100.0,transcripts_by_company/ProQuest_Company_2006Q1.txt,0.34
Journal Register Co,JOURNAL REGISTER CO.,100.0,transcripts_by_company/Journal_Register_Co_2002Q2.txt,0.22
IDX Systems,IDX SYSTEMS CORPORATION,100.0,transcripts_by_company/IDX_Systems_2004Q3.txt,0.04
MSC.Software Corporation,MSC.SOFTWARE CORPORATION,100.0,transcripts_by_company/MSCSoftware_Corporation_2004Q2.txt,-0.08
Esterline Technologies,ESTERLINE CORP,100.0,transcripts_by_company/Esterline_Technologies_2007Q2.txt,0.23
"Chart Industries, Inc.",CHART INDUSTRIES INC,100.0,transcripts_by_company/Chart_Industries_Inc_2023Q4.txt,0.27
PTC,PTC INC,100.0,transcripts_by_company/PTC_2015Q3.txt,0.41
UAL,UAL CORPORATION,100.0,transcripts_by_company/Visual_Network_2002Q2.txt,2.65
Arbitron,ARBITRON INC,100.0,transcripts_by_company/Arbitron_2006Q2.txt,0.48
Intelli-Check,INTELLI-CHECK INC,100.0,transcripts_by_company/Intelli-Check_2007Q2.txt,
United Stationers Inc.,UNITED STATIONERS INC,100.0,transcripts_by_company/United_Stationers_Inc_2007Q3.txt,0.66
Ceridian Corporation,CERIDIAN CORP (NEW),100.0,transcripts_by_company/Ceridian_Corporation_2007Q2.txt,0.16
Puget Sound Energy,PUGET ENERGY INC,100.0,transcripts_by_company/Duke_Energy_Corporation_CurrentQ4.txt,0.28
Wabtec Corporation,WABTEC CORPORATION,100.0,transcripts_by_company/Wabtec_Corporation_2007Q2.txt,0.06
South Jersey Industries,SOUTH JERSEY INDUSTRIES INC,100.0,transcripts_by_company/South_Jersey_Industries_2007Q2.txt,1.65
Zemex Corporation,ZEMEX CORP,100.0,transcripts_by_company/Zemex_Corporation_2002Q2.txt,0.1
Dow Jones &amp; Company,DOW INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.86
MRV Communications,MRV COMMUNICATIONS INC,100.0,transcripts_by_company/MRV_Communications_2007Q3.txt,-0.38
Digimarc Corporation,DIGIMARC CORP,100.0,transcripts_by_company/Digimarc_Corporation_2007Q2.txt,-0.24
BMHC,BBHC INC,75.0,transcripts_by_company/MHC_2004Q3.txt,-0.49
International Multifoods,INTERNATIONAL MULTIFOODS,100.0,transcripts_by_company/International_Multifoods_2004Q1.txt,0.85
TrueTime,TRUETIME INC,100.0,transcripts_by_company/CENTERPOINT_PPTYS_TR_2004Q3.txt,-0.11
Suncor Energy,SUNCOR ENERGY INC,100.0,transcripts_by_company/Journal_Register_Co_2002Q2.txt,0.21
Storage Computer Corp.,STORAGE COMPUTER CORP,100.0,transcripts_by_company/Storage_Computer_Corp_2002Q2.txt,-1.23
Abraxas Petroleum,ABRAXAS PETROLEUM CORP,100.0,transcripts_by_company/Vintage_Petroleum_Inc_2002Q2.txt,
ThermoView,THERMOLASE CORPORATION,70.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.07
"Dollar, Thrifty Automotive Group, Inc.",GROUP 1 AUTOMOTIVE INC,94.11764705882354,transcripts_by_company/Dollar_Thrifty_Automotive_Group_Inc_2002Q2.txt,0.64
"ATSI Communications, Inc",AMATI COMMUNICATIONS CORP,92.3076923076923,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.23
Eclipsys,ECLIPSYS CORP,100.0,transcripts_by_company/Eclipsys_2007Q2.txt,0.11
Impac Mortgage Holdings,IMPAC MORTGAGE HOLDINGS INC,100.0,transcripts_by_company/IMPAC_Mortgage_Holdings_2003Q3.txt,0.43
Lance Inc.,LANCE INC,100.0,transcripts_by_company/Lance_Inc_2002Q2.txt,0.19
Veritas Software Corp.,VERITAS SOFTWARE CORP,100.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,0.16
FiberCore Incorporated,FIBERCORE INC,100.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,
AmerUs Group,AMERUS GROUP CO,100.0,transcripts_by_company/AmerUs_Group_2005Q1.txt,0.85
RPM Inc.,RPM INC OHIO,100.0,transcripts_by_company/RPM_Inc_2002Q2.txt,0.04
I/OMagic Incorporated,K2 INCORPORATED,88.88888888888889,transcripts_by_company/IOMagic_Incorporated_2002Q2.txt,0.29
Unisys Corporation,UNISYS CORP,100.0,transcripts_by_company/Unisys_Corporation_2023Q4.txt,4.75
Eaton Corporation,EATON CORP PLC,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,3.94
RSA Security,RSA SECURITY,100.0,transcripts_by_company/RSA_Security_2006Q3.txt,-0.11
MGIC Investment,MGIC INVESTMENT CORP,100.0,transcripts_by_company/MGIC_Investment_2006Q3.txt,1.53
Interactive Data,INTERACTIVE DATA CORP,100.0,transcripts_by_company/Datascope_2005Q2.txt,0.14
Cobalt Corporation,COBALT (PER LB),100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,16.4
"OMNOVA Solutions, Inc.",OMNOVA SOLUTIONS,100.0,transcripts_by_company/OMNOVA_Solutions_Inc_2006Q2.txt,0.09
Duke Energy Corporation,DUKE ENERGY CORP,100.0,transcripts_by_company/Duke_Energy_Corporation_CurrentQ4.txt,1.47
GTECH Corporation,GTECH CP,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,0.23
Continental Airlines,CONTINENTAL AIRLINES INC,100.0,transcripts_by_company/Continental_Airlines_2007Q3.txt,-2.86
CPI Corporation,CPI AERO INC,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,0.04
PanAmSat Corp.,PANAMSAT CORP,100.0,transcripts_by_company/PanAmSat_Corp_2003Q4.txt,0.1
Mercury Interactive,MERCURY INTERACTIVE CORPORATION,100.0,transcripts_by_company/Mercury_Interactive_2004Q2.txt,0.14
Barnes Group,BARNES & NOBLE EDUCATION INC,100.0,transcripts_by_company/Barnes_Group_2016Q4.txt,0.69
"Pope &amp; Talbot, Inc.",POPE & TALBOT INC,100.0,transcripts_by_company/Pope_and_Talbot_Inc_2007Q2.txt,-0.37
Delta Air Lines,DELTA AIR LINES INC,100.0,transcripts_by_company/Delta_Air_Lines_2003Q2.txt,-1.34
Benedek,ZENDESK INC,71.42857142857143,transcripts_by_company/G_and_K_Services_Inc_2003Q3.txt,-0.16
Hershey Foods Corp.,HERSHEY CO,100.0,transcripts_by_company/Hershey_Foods_Corp_2002Q2.txt,0.67
Microtune,MICROTUNE,100.0,transcripts_by_company/Microtune_2006Q2.txt,-0.13
NetIQ,NETIQ CORP,100.0,transcripts_by_company/NetIQ_2006Q2.txt,0.25
Ingersoll-Rand Company Limited,INGERSOLL-RAND,100.0,transcripts_by_company/WD-40_Company_2007Q3.txt,2.06
Per-Se Technologies,PER-SE TECHNOLOGIES INC,100.0,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,-0.11
Downey Financial Corporation,DOWNEY FINANCIAL CORPORATION,100.0,transcripts_by_company/Downey_Financial_Corporation_2002Q2.txt,1.32
"Littelfuse, Inc.",LITTELFUSE INC,100.0,transcripts_by_company/Littelfuse_Inc_2006Q4.txt,0.08
"Anadigics, Inc.",ANADIGICS INC,100.0,transcripts_by_company/ANADIGICS_Inc_2007Q1.txt,-0.37
Genzyme Transgenics Corporation,GENZYME CORP,100.0,transcripts_by_company/Genzyme_Transgenics_Corporation_2002Q2.txt,0.21
"Vitria Technology, Inc.",VITRIA TECHNOLOGY INC.,100.0,transcripts_by_company/Vitria_Technology_Inc_2002Q3.txt,-0.2
"Click Commerce, Inc.",CLICK COMMERCE INC,100.0,transcripts_by_company/Click_Commerce_Inc_2002Q2.txt,-0.1
"Gemstar-TV Guide International, Inc.",GEMSTAR-TV GUIDE INTERNATIONAL I,100.0,transcripts_by_company/Gemstar-TV_Guide_International_Inc_2006Q3.txt,-1.45
Archer Daniels Midland Company,ARCHER DANIELS MIDLAND CO,100.0,transcripts_by_company/Archer_Daniels_Midland_Company_2007Q3.txt,0.17
HNC Software,HNC SOFTWARE INC,100.0,transcripts_by_company/HNC_Software_2002Q2.txt,0.05
TETRA Technologies,TETRA TECHNOLOGIES INC DEL,100.0,transcripts_by_company/Tetra_Technologies_2006Q2.txt,0.25
TranSwitch,TRANSWITCH CORPORATION,100.0,transcripts_by_company/TranSwitch_2007Q3.txt,-0.11
Nabors Industries,NABORS INDUSTRIES INCORPORAT,100.0,transcripts_by_company/Nabors_Industries_2002Q2.txt,0.28
Keynote Systems,KEYNOTE SYSTEMS INC,100.0,transcripts_by_company/Keynote_Systems_2006Q2.txt,-0.1
Electronics for Imaging,ELECTRONICS FOR IMAGING INC,100.0,transcripts_by_company/Electronics_For_Imaging_2004Q1.txt,0.05
Centra Software,CENTRA SOFTWARE INC,100.0,transcripts_by_company/Centra_Software_2002Q2.txt,-0.17
Getty Images,GETTY IMAGES HOLDINGS INC,100.0,transcripts_by_company/Novartis_AG_2006Q2.txt,-0.93
Bone Care International,BONE CARE INTERNATIONAL INC,100.0,transcripts_by_company/Bone_Care_International_2005Q1.txt,-0.13
SBS Technologies Inc.,SBS TECHNOLOGIES INCORPORATED,100.0,transcripts_by_company/SBS_Technologies_Inc_2002Q2.txt,-0.06
Tellabs,TELLABS INC,100.0,transcripts_by_company/Tellabs_2007Q1.txt,0.02
Champion Enterprises,CHAMPION ENTERPRISES INC,100.0,transcripts_by_company/Champion_Enterprises_2006Q4.txt,-0.25
Syntel,SYNTEL INC,100.0,transcripts_by_company/Syntel_2016Q4.txt,0.16
Target Corporation and Target Stores,TARGET CORP,100.0,transcripts_by_company/Target_Corporation_and_Target_Stores_2002Q2.txt,0.38
Genuine Parts Company,GENUINE PARTS CO,100.0,transcripts_by_company/Genuine_Parts_Company_2007Q2.txt,0.5
Home Depot,HOME DEPOT INC,100.0,transcripts_by_company/Home_Depot_2007Q2.txt,0.36
Tredegar Corporation,TREDEGAR CORPORATION,100.0,transcripts_by_company/Tredegar_Corporation_2004Q3.txt,0.02
Visual Network,VISUAL NETWORKS INC,96.55172413793105,transcripts_by_company/Visual_Network_2002Q2.txt,0.02
Boise Cascade Corporation,BOISE CASCADE CO,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,0.24
Paradigm Genetics,PARADIGM GENETICS,100.0,transcripts_by_company/Paradigm_Genetics_2004Q1.txt,-0.16
Cal Dive International,CAL DIVE INTERNATIONAL INC,100.0,transcripts_by_company/Cal_Dive_International_2007Q2.txt,0.36
Safeway Inc.,SAFEWAY INC,100.0,transcripts_by_company/Safeway_Inc_2007Q2.txt,0.67
"Gannett Co., Inc.",GANNETT CO INC,100.0,transcripts_by_company/Gannett_Co_Inc_CurrentQ4.txt,0.24
Georgia-Pacific,GEORGIA-PACIFIC TIMBER GROUP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.44
"Speechworks International, Inc.",SPEECHWORKS INTERNATIONAL,100.0,transcripts_by_company/Speechworks_International_Inc_2002Q2.txt,-0.25
SignalSoft Corporation,SIGNALSOFT,100.0,transcripts_by_company/SignalSoft_Corporation_2002Q2.txt,-0.28
East Group Properties,EASTGROUP PROPERTIES INC,97.5609756097561,transcripts_by_company/East_Group_Properties_2006Q2.txt,0.22
Southwestern Energy,SOUTHWESTERN ENERGY CO,100.0,transcripts_by_company/East_West_Bancorp_2007Q3.txt,0.26
U.S. Physical Therapy,U.S. PHYSICAL THERAPY INC,100.0,transcripts_by_company/US_Physical_Therapy_2006Q3.txt,0.16
NBTY,NBTY INCORPORATED,100.0,transcripts_by_company/NBTY_2005Q3.txt,0.33
"Juniper Networks, Inc.",JUNIPER NETWORKS INC,100.0,transcripts_by_company/Juniper_Networks_Inc_2007Q2.txt,0.0
"MIPS Technologies, Inc.",MIPS TECHNOLOGIES INC,100.0,transcripts_by_company/MIPS_Technologies_Inc_2006Q3.txt,-0.04
"Tetra Tech, Inc",TETRA TECH INC NEW,100.0,transcripts_by_company/Tetra_Tech_Inc_2002Q2.txt,0.1
Coors Brewing Company,MOLSON COORS BREWING CO,100.0,transcripts_by_company/Coors_Brewing_Company_2008Q2.txt,-0.08
Check Point Software Technologies Inc.,SOFTWARE TECHNOLOGIES,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.14
Hyperion Solutions Corporation,HYPERION SOLUTIONS CORP,100.0,transcripts_by_company/Hyperion_Solutions_Corporation_2006Q4.txt,0.08
Checkpoint Software Technologies,SOFTWARE TECHNOLOGIES,100.0,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,-0.14
Group 1 Automotive,GROUP 1 AUTOMOTIVE INC,100.0,transcripts_by_company/Group_1_Automotive_2007Q3.txt,0.64
Analog Devices,ANALOG DEVICES INC,100.0,transcripts_by_company/Analog_Devices_2007Q2.txt,0.13
THQ,THQ INC,100.0,transcripts_by_company/W_and_T_Offshore_2007Q4.txt,-8.15
IMS Health,IMS HEALTH HOLDINGS INC,100.0,transcripts_by_company/NDCHealth_Corp_2002Q1.txt,0.39
Avaya,AVAYA HOLDINGS CORP,100.0,transcripts_by_company/Avenue_A_Inc_2003Q1.txt,1.17
Integra Life Sciences,INTEGRA LIFESCIENCES CORPORATION,97.5609756097561,transcripts_by_company/Integrated_Device_Tech_Inc_2002Q1.txt,-0.1
"Aspen Technology, Inc.",ASPEN TECHNOLOGY INC,100.0,transcripts_by_company/Aspen_Technology_Inc_2006Q3.txt,-0.18
Ericsson,"ERICSSON, L.M.",100.0,transcripts_by_company/Ericsson_2002Q2.txt,-0.04
Honeywell,HONEYWELL INC,100.0,transcripts_by_company/Capital_One_2007Q1.txt,1.28
PNM Resources,PNM RESOURCES INC,100.0,transcripts_by_company/PNM_Resources_2007Q3.txt,0.63
Nortek,NORTEK INC,100.0,transcripts_by_company/Nortek_2002Q2.txt,0.84
CARBO Ceramics,CARBO CERAMICS INC,100.0,transcripts_by_company/CARBO_Ceramics_2007Q1.txt,0.33
Novoste,NOVOSTE CORP,100.0,transcripts_by_company/Novoste_2003Q1.txt,0.21
STERICYCLE,STERICYCLE INC,100.0,transcripts_by_company/Stericycle_2006Q4.txt,0.48
"Ryerson Tull, Incorporated",RYERSON INC,100.0,transcripts_by_company/Ryerson_Tull_Incorporated_2002Q2.txt,-0.17
Itron,ITRON INC,100.0,transcripts_by_company/Itron_2007Q2.txt,0.24
Research In Motion Limited,RESEARCH IN MOTION LTD,100.0,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,-0.12
Tropical Sportswear,TROPICAL SPORTWEAR INTL,85.71428571428571,transcripts_by_company/Tropical_Sportswear_2002Q2.txt,
Kirby,KIRBY CORP,100.0,transcripts_by_company/Kirby_2006Q2.txt,0.36
Harmonic,HARMONIC INC,100.0,transcripts_by_company/Harmonic_2007Q3.txt,-0.14
"LightPath Technologies, Inc.",LIGHTPATH TECHNOLOGIES INC,100.0,transcripts_by_company/LightPath_Technologies_Inc_2023Q4.txt,-0.93
Olin Corporation,OLIN CORP,100.0,transcripts_by_company/Olin_Corporation_2007Q2.txt,-0.26
Mattel Inc.,MATTEL /CA/ PRED INC,100.0,transcripts_by_company/Mattel_Inc_2006Q3.txt,0.02
Diagnostic Products Corporation,DIAGNOSTIC PRODUCTS CORP,100.0,transcripts_by_company/Diagnostic_Products_Corporation_2006Q2.txt,0.37
The Cheesecake Factory,CHEESECAKE FACTORY INC,100.0,transcripts_by_company/The_Cheesecake_Factory_2007Q2.txt,0.21
Genta,GENTA INC,100.0,transcripts_by_company/G_and_K_Services_Inc_2003Q3.txt,-0.7
Corillian Corporation,CORILLIAN CORP,100.0,transcripts_by_company/Corillian_Corporation_2006Q4.txt,-0.11
Harris Bank,HARRIS CORP,100.0,transcripts_by_company/Harris_Bank_2002Q2.txt,0.34
Bank of Montreal Financial Group,BANK OF MONTREAL,100.0,transcripts_by_company/Independence_Community_Bank_Corp_2002Q3.txt,3.35
Sherwin-Williams Company,SHERWINWILLIAMS CO,96.7741935483871,transcripts_by_company/Sherwin-Williams_Company_2004Q3.txt,0.23
"Toll Brothers, Inc.",TOLL BROTHERS IN,100.0,transcripts_by_company/Toll_Brothers_Inc_2006Q2.txt,1.2
NPS Pharmaceuticals,NPS PHARMACEUTICALS INCORPORATED,100.0,transcripts_by_company/NPS_Pharmaceuticals_2007Q2.txt,-0.73
Phillips-Van Heusen,PHILLIPS VAN HEUSEN CORP,94.73684210526316,transcripts_by_company/Phillips-Van_Heusen_2007Q2.txt,-0.03
Phillips Van Huesen,PHILLIPS VAN HEUSEN CORP,94.73684210526316,transcripts_by_company/Phillips_Van_Huesen_2002Q4.txt,0.63
Ciena,CIENA CORP,100.0,transcripts_by_company/CIENA_2003Q2.txt,-0.18
Sigma-Aldrich Corporation,SIGMA-ALDRICH CORP,100.0,transcripts_by_company/Sigma-Aldrich_Corporation_2007Q2.txt,0.58
Boston Beer Company,BOSTON BEER CO INC,100.0,transcripts_by_company/Boston_Beer_Company_2007Q2.txt,0.08
Flow International,FLOW INTERNATIONAL CORPORATI,100.0,transcripts_by_company/Flow_International_2007Q1.txt,-0.39
TriPath Imaging,TRIPATH IMAGING INC,100.0,transcripts_by_company/TriPath_Imaging_2006Q3.txt,-0.14
Potlatch Corporation,POTLATCH CORP,100.0,transcripts_by_company/Potlatch_Corporation_2005Q1.txt,-0.54
National City Corporation,CITY NATIONAL CORPORATION,100.0,transcripts_by_company/National_City_Corporation_2007Q3.txt,0.87
Applied Innovation Inc.,APPLIED INNOVATION INC,100.0,transcripts_by_company/Applied_Innovation_Inc_2002Q2.txt,-0.16
"Covenant Transport, Inc.",COVENANT TRANSPORT INC - CL A,100.0,transcripts_by_company/Covenant_Transport_Inc_2005Q3.txt,0.09
"Input/Output, Inc.",INPUT/OUTPUT INC,100.0,transcripts_by_company/InputOutput_Inc_2006Q3.txt,-0.12
Tuesday Morning Corporation,TUESDAY MORNING CORP,100.0,transcripts_by_company/Tuesday_Morning_Corporation_2007Q2.txt,0.11
Novatel Wireless,NOVATEL INC.,100.0,transcripts_by_company/Novatel_Wireless_2007Q2.txt,-0.03
"Sears Canada,Inc.",SEARS PLC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
Digitas,DIGITAS INC,100.0,transcripts_by_company/Digitas_2006Q4.txt,0.04
Microchip Technology,MICROCHIP TECHNOLOGY INC,100.0,transcripts_by_company/Microchip_Technology_2007Q2.txt,0.4533
EXACT Sciences Corp.,EXACT SCIENCES CORP,100.0,transcripts_by_company/Exact_Sciences_Corp_2016Q3.txt,-0.39
Northrop Grumman Corp.,GRUMMAN CORP,100.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,3.5
Terex Corporation,TEREX CORP,100.0,transcripts_by_company/TEREX_Corporation_2006Q1.txt,0.18
On Assignment,ON ASSIGNMENT INC,100.0,transcripts_by_company/On_Assignment_2007Q3.txt,0.12
"Rockwell Collins, Inc.",ROCKWELL COLLINS INC,100.0,transcripts_by_company/Rockwell_Collins_Inc_2007Q2.txt,0.31
Career Education Corporation,CAREER EDUCATION CORP,100.0,transcripts_by_company/Career_Education_Corporation_2007Q1.txt,0.26
Fifth Third Bank,FIFTH THIRD BANCORP,85.71428571428571,transcripts_by_company/Fifth_Third_Bank_2016Q2.txt,0.66
Boeing Company,BOEING CO,100.0,transcripts_by_company/Boeing_Company_2007Q1.txt,0.88
Manpower,MANPOWER INC,100.0,transcripts_by_company/Power_Integrations_2007Q2.txt,-0.17
Nautical Enterprises,NATL ENTERPRISES,88.88888888888889,transcripts_by_company/Apogee_Enterprises_2007Q4.txt,
INFOCUS CORPORATION,INFOCUS CORPORATION,100.0,transcripts_by_company/InFocus_Corporation_2007Q2.txt,-0.2
"Rogers Wireless Communications, Inc.",ROGERS COMMUNICATIONS INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.15
Lufkin Industries,IE INDUSTRIES,86.95652173913044,transcripts_by_company/Electro_Scientific_Industries_Inc_2007Q3.txt,0.09
"West Pharmaceutical Services, Inc.",WEST CO,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,2.31
Genlyte Group Incorporated,GENLYTE GROUP INCORPORATED,100.0,transcripts_by_company/Genlyte_Group_Incorporated_2005Q3.txt,0.64
"Lincoln Electronic Holdings, Inc.",LINCOLN ELECTRIC HOLDINGS INC,96.15384615384616,transcripts_by_company/Lincoln_Electronic_Holdings_Inc_2002Q2.txt,0.41
"Buca, Incorporated",BUCA INC,100.0,transcripts_by_company/Buca_Incorporated_2002Q2.txt,0.13
PLX Technology,PLX TECHNOLOGY INC.,100.0,transcripts_by_company/PLX_Technology_2005Q4.txt,0.02
Jefferies Group,JEFFERIES FINANCIAL GROUP INC,100.0,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,2.03
Gap Inc.,GAP INC,100.0,transcripts_by_company/Gap_Inc_2007Q2.txt,0.04
DSP Group,DSP COMMUNICATIONS INC,100.0,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.24
Stoneridge,STONERIDGE INC,100.0,transcripts_by_company/Stoneridge_2007Q2.txt,0.25
"Schawk, Inc.",SCHAWK INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.59
"Vastera, Inc.",VASTERA,100.0,transcripts_by_company/Vastera_Inc_2004Q3.txt,-0.02
SCP Pool Corporation,POOL CORP,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,1.12
Florida East Coast Industries,FLORIDA EAST COAST LNDS,87.8048780487805,transcripts_by_company/Florida_East_Coast_Industries_2006Q4.txt,0.12
Knight Transportation,"KNIGHT TRANSPORTATION, INC.",100.0,transcripts_by_company/Knight_Transportation_2006Q2.txt,0.15
SPHERION,SPHERION CORPORATION,100.0,transcripts_by_company/Spherion_2007Q1.txt,-0.06
7-Eleven,7-ELEVEN INC,100.0,transcripts_by_company/Suzano_Papel_e_Celulose_2017Q1.txt,0.1
FirstEnergy Corp.,FIRSTENERGY CORP,100.0,transcripts_by_company/FirstEnergy_Corp_2007Q1.txt,0.4
BEI Technologies,BEI TECHNOLOGIES INC,100.0,transcripts_by_company/BEI_Technologies_2004Q1.txt,0.06
Symyx,SYMYX TECHNOLOGIES INC,100.0,transcripts_by_company/Symyx_2003Q2.txt,0.02
CTS Corporation,CTS CORP,100.0,transcripts_by_company/CTS_Corporation_2007Q2.txt,-0.06
"US Unwired, Inc.",US UNWIRED INC,100.0,transcripts_by_company/US_Unwired_Inc_2002Q2.txt,-0.33
Reckson Associates,RECKSON ASSOCIATES REALTY CORP,100.0,transcripts_by_company/Reckson_Associates_2004Q4.txt,0.26
ZOLL Medical,ZOLL MEDICAL CORP,100.0,transcripts_by_company/Zoll_Medical_2006Q3.txt,0.21
FTD.COM,FTD.COM INC,100.0,transcripts_by_company/FTDCOM_2002Q2.txt,0.1
Standard Register,STANDARD REGISTER CO,100.0,transcripts_by_company/Standard_Register_2007Q2.txt,0.39
Allscripts Health Care Solutions,ALLSCRIPTS INC.,100.0,transcripts_by_company/NDCHealth_Corp_2002Q1.txt,-0.7
MTS Systems Corporation,MTS SYSTEMS CORP,100.0,transcripts_by_company/MTS_Systems_Corporation_2006Q4.txt,0.09
Apache Corporation,APACHE CORP,100.0,transcripts_by_company/Apache_Corporation_2007Q2.txt,1.0
General Dynamics Corp.,GENERAL DYNAMICS CORP,100.0,transcripts_by_company/General_Dynamics_Corp_2007Q1.txt,1.13
Goodrich Corporation,BF GOODRICH COMPANY,100.0,transcripts_by_company/Goodrich_Corporation_2007Q3.txt,0.52
"Key Energy Services, Inc.",KEY ENERGY SERVICES INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-2.16
Ciphergen Biosystems,CIPHERGEN BIOSYSTEMS INC,100.0,transcripts_by_company/Ciphergen_Biosystems_2007Q2.txt,-0.27
Circor International,CIRCOR INTERNATIONAL INC,100.0,transcripts_by_company/CIRCOR_International_2006Q4.txt,0.26
NORTHWESTERN ENERGY,NORTHWESTERN CORP,100.0,transcripts_by_company/East_West_Bancorp_2007Q3.txt,0.66
FEI,FEI CO,100.0,transcripts_by_company/FEI_2005Q2.txt,0.2
Teva Pharmaceutical,TEVA PHARMACEUTICAL INDS LTD,100.0,transcripts_by_company/Teva_Pharmaceutical_2007Q2.txt,0.64
"MICROS Systems, Inc.",MICROS SYSTEM INC,96.29629629629628,transcripts_by_company/Micros_Systems_Inc_2005Q3.txt,0.21
SIPEX Corporation,SIPEX CORPORATION,100.0,transcripts_by_company/Sipex_Corporation_2007Q1.txt,-0.12
"Headwaters, Inc.",HEADWATERS,100.0,transcripts_by_company/Headwaters_Inc_2007Q1.txt,0.21
ILEX Oncology,ILEX ONCOLOGY INC,100.0,transcripts_by_company/ILEX_Oncology_2003Q4.txt,-0.28
CDI Corp.,CDI CORP,100.0,transcripts_by_company/CDI_Corp_2006Q3.txt,0.1
Standard Motor Products Inc.,STANDARD MOTOR PRODUCTS INC,100.0,transcripts_by_company/Standard_Motor_Products_Inc_2003Q2.txt,-0.19
